date,lat,lon,sst,source
2025-08-09,34.7604,127.6622,28.1528,KHOA_OPeNDAP
2025-08-10,34.7604,127.6622,25.5513,KHOA_OPeNDAP
2025-08-11,34.7604,127.6622,25.5477,KHOA_OPeNDAP
2025-08-12,34.7604,127.6622,25.5484,KHOA_OPeNDAP
2025-08-13,34.7604,127.6622,25.4049,KHOA_OPeNDAP
2025-08-14,34.7604,127.6622,26.7974,KHOA_OPeNDAP
2025-08-15,34.7604,127.6622,27.491,KHOA_OPeNDAP
2025-08-16,34.7604,127.6622,27.7984,KHOA_OPeNDAP
2025-08-17,34.7604,127.6622,27.9244,KHOA_OPeNDAP
2025-08-18,34.7604,127.6622,27.347,KHOA_OPeNDAP
2025-08-19,34.7604,127.6622,27.885,KHOA_OPeNDAP
2025-08-20,34.7604,127.6622,27.8871,KHOA_OPeNDAP
2025-08-21,34.7604,127.6622,28.1386,KHOA_OPeNDAP
2025-08-22,34.7604,127.6622,27.7686,KHOA_OPeNDAP
2025-08-23,34.7604,127.6622,27.3556,KHOA_OPeNDAP
2025-08-24,34.7604,127.6622,26.7196,KHOA_OPeNDAP
2025-08-25,34.7604,127.6622,27.1291,KHOA_OPeNDAP
2025-08-26,34.7604,127.6622,26.5258,KHOA_OPeNDAP
2025-08-27,34.7604,127.6622,26.6246,KHOA_OPeNDAP
2025-08-28,34.7604,127.6622,26.5921,KHOA_OPeNDAP
2025-08-29,34.7604,127.6622,27.1522,KHOA_OPeNDAP
2025-08-30,34.7604,127.6622,27.8718,KHOA_OPeNDAP
2025-08-31,34.7604,127.6622,25.7495,KHOA_OPeNDAP
