date,lat,lon,sst,source
2025-08-12,35.1796,129.0756,24.6202,KHOA_OPeNDAP
2025-08-13,35.1796,129.0756,24.4899,KHOA_OPeNDAP
2025-08-14,35.1796,129.0756,25.2161,KHOA_OPeNDAP
2025-08-15,35.1796,129.0756,25.938,KHOA_OPeNDAP
2025-08-16,35.1796,129.0756,26.0253,KHOA_OPeNDAP
2025-08-17,35.1796,129.0756,25.2096,KHOA_OPeNDAP
2025-08-18,35.1796,129.0756,24.7872,KHOA_OPeNDAP
2025-08-19,35.1796,129.0756,25.1508,KHOA_OPeNDAP
2025-08-20,35.1796,129.0756,25.3274,KHOA_OPeNDAP
2025-08-21,35.1796,129.0756,26.2906,KHOA_OPeNDAP
2025-08-22,35.1796,129.0756,25.3191,KHOA_OPeNDAP
2025-08-23,35.1796,129.0756,24.8629,KHOA_OPeNDAP
2025-08-24,35.1796,129.0756,24.9231,KHOA_OPeNDAP
2025-08-25,35.1796,129.0756,24.9891,KHOA_OPeNDAP
2025-08-26,35.1796,129.0756,24.3858,KHOA_OPeNDAP
2025-08-27,35.1796,129.0756,24.9685,KHOA_OPeNDAP
2025-08-28,35.1796,129.0756,25.8497,KHOA_OPeNDAP
2025-08-29,35.1796,129.0756,25.1196,KHOA_OPeNDAP
2025-08-30,35.1796,129.0756,25.3251,KHOA_OPeNDAP
2025-08-31,35.1796,129.0756,24.7169,KHOA_OPeNDAP
