date,lat,lon,sst,source
2025-08-05,34.3114,126.7552,26.7033,KHOA_OPeNDAP
2025-08-06,34.3114,126.7552,25.9258,KHOA_OPeNDAP
2025-08-07,34.3114,126.7552,24.9961,KHOA_OPeNDAP
2025-08-08,34.3114,126.7552,24.3241,KHOA_OPeNDAP
2025-08-09,34.3114,126.7552,24.312,KHOA_OPeNDAP
2025-08-10,34.3114,126.7552,22.7739,KHOA_OPeNDAP
2025-08-11,34.3114,126.7552,22.766,KHOA_OPeNDAP
2025-08-12,34.3114,126.7552,22.7587,KHOA_OPeNDAP
2025-08-13,34.3114,126.7552,22.985,KHOA_OPeNDAP
2025-08-14,34.3114,126.7552,23.6423,KHOA_OPeNDAP
2025-08-15,34.3114,126.7552,23.686,KHOA_OPeNDAP
2025-08-16,34.3114,126.7552,23.6102,KHOA_OPeNDAP
2025-08-17,34.3114,126.7552,23.7685,KHOA_OPeNDAP
2025-08-18,34.3114,126.7552,23.8684,KHOA_OPeNDAP
2025-08-19,34.3114,126.7552,24.7145,KHOA_OPeNDAP
2025-08-20,34.3114,126.7552,24.7306,KHOA_OPeNDAP
2025-08-21,34.3114,126.7552,25.1687,KHOA_OPeNDAP
2025-08-22,34.3114,126.7552,24.2815,KHOA_OPeNDAP
2025-08-23,34.3114,126.7552,23.3154,KHOA_OPeNDAP
2025-08-24,34.3114,126.7552,23.1785,KHOA_OPeNDAP
2025-08-25,34.3114,126.7552,23.1231,KHOA_OPeNDAP
2025-08-26,34.3114,126.7552,22.8692,KHOA_OPeNDAP
2025-08-27,34.3114,126.7552,22.5645,KHOA_OPeNDAP
2025-08-28,34.3114,126.7552,23.2912,KHOA_OPeNDAP
2025-08-29,34.3114,126.7552,23.6331,KHOA_OPeNDAP
2025-08-30,34.3114,126.7552,23.8401,KHOA_OPeNDAP
2025-08-31,34.3114,126.7552,22.5993,KHOA_OPeNDAP
